"time","M","wB"
5,-1,917.91655970454372
5.01,-1,918.32587489257605
5.02,-1,918.73314892323981
5.03,-1,919.13839221768944
5.04,-1,919.54161515823148
5.05,-1,919.94282808882292
5.06,-1,920.34204131556976
5.07,-1,920.73926510722595
5.08,-1,921.13450969569203
5.09,-1,921.52778527651333
5.1,-1,921.91910200937923
5.11,-1,922.30847001862162
5.12,-1,922.69589939371315
5.13,-1,923.08140018976644
5.14,-1,923.46498242803239
5.15,-1,923.8466560963991
5.16,-1,924.22643114989023
5.17,-1,924.60431751116391
5.18,-1,924.98032507101118
5.19,-1,925.35446368885471
5.2,-1,925.72674319324767
5.21,-1,926.09717338237192
5.22,-1,926.46570741274684
5.23,-1,926.83229652840646
5.24,-1,927.19705243957139
5.25,-1,927.55998433636171
5.26,-1,927.92110137223176
5.27,-1,928.28041266442881
5.28,-1,928.63792729444981
5.29,-1,928.9936543084998
5.3,-1,929.3476027179496
5.31,-1,929.69978149979374
5.32,-1,930.0501995971083
5.33,-1,930.39886591950824
5.34,-1,930.74578934360613
5.35,-1,931.0909787134691
5.36,-1,931.43444284107727
5.37,-1,931.77619050678106
5.38,-1,932.11623045975955
5.39,-1,932.45457141847783
5.4,-1,932.79122207114517
5.41,-1,933.12619107617286
5.42,-1,933.45948706263141
5.43,-1,933.79111863070921
5.44,-1,934.12109435217008
5.45,-1,934.44942277081077
5.46,-1,934.77611240291901
5.47,-1,935.10117173773142
5.48,-1,935.42460923789145
5.49,-1,935.74643333990662
5.5,-1,936.06665245460704
5.51,-1,936.38527496760287
5.52,-1,936.70230923974202
5.53,-1,937.01776360756844
5.54,-1,937.33164638377957
5.55,-1,937.64396585768407
5.56,-1,937.95473029566006
5.57,-1,938.26394794161251
5.58,-1,938.57162701743164
5.59,-1,938.87777572344987
5.6,-1,939.18240223890052
5.61,-1,939.485514722375
5.62,-1,939.78712131228122
5.63,-1,940.08723012730081
5.64,-1,940.38584926684734
5.65,-1,940.68298681152396
5.66,-1,940.97865082358135
5.67,-1,941.27284934737543
5.68,-1,941.5655904098254
5.69,-1,941.85688202087113
5.7,-1,942.14673217393147
5.71,-1,942.4351488463617
5.72,-1,942.72213999991175
5.73,-1,943.00771358118368
5.74,-1,943.29187752208941
5.75,-1,943.57463974030907
5.76,-1,943.85600813974827
5.77,-1,944.13599061099626
5.78,-1,944.41459503178373
5.79,-1,944.69166643531628
5.8,-1,944.96722037079917
5.81,-1,945.24139680660153
5.82,-1,945.51420273379279
5.83,-1,945.78564511645936
5.84,-1,946.05573089202846
5.85,-1,946.32446697159094
5.86,-1,946.59186024022438
5.87,-1,946.85791755731634
5.88,-1,947.12264575688755
5.89,-1,947.386051647915
5.9,-1,947.64814201465504
5.91,-1,947.90892361696672
5.92,-1,948.16840319063454
5.93,-1,948.42658744769199
5.94,-1,948.68348307674478
5.95,-1,948.93909674329359
5.96,-1,949.19343509005728
5.97,-1,949.44650473729632
5.98,-1,949.69831228313581
5.99,-1,949.94886430388863
6,-1,950.19816735437848
6.01,-1,950.4462279682632
6.02,-1,950.6930526583576
6.03,-1,950.93864791695717
6.04,-1,951.1830202161608
6.05,-1,951.42617600819392
6.06,-1,951.66812172573179
6.07,-1,951.90886378222274
6.08,-1,952.14840857221111
6.09,-1,952.38676247166052
6.1,-1,952.62393183827703
6.11,-1,952.85992301183217
6.12,-1,953.0947423144861
6.13,-1,953.32839605111099
6.14,-1,953.56089050961396
6.15,-1,953.79223196126031
6.16,-1,954.02242666099642
6.17,-1,954.25148084777345
6.18,-1,954.47940074486996
6.19,-1,954.70619256021519
6.2,-1,954.93186248671248
6.21,-1,955.15641670256196
6.22,-1,955.37986137158407
6.23,-1,955.6022026435428
6.24,-1,955.8234466544684
6.25,-1,956.04359952698053
6.26,-1,956.26266737061223
6.27,-1,956.48065628213192
6.28,-1,956.69757234586746
6.29,-1,956.91342163402885
6.3,-1,957.12821020703132
6.31,-1,957.34194411381895
6.32,-1,957.55462939218717
6.33,-1,957.76627206910644
6.34,-1,957.97687816104519
6.35,-1,958.18645367429281
6.36,-1,958.39480708367023
6.37,-1,958.60205380948764
6.38,-1,958.80826749523737
6.39,-1,959.01345336885663
6.4,-1,959.2176166351187
6.41,-1,959.42076247583077
6.42,-1,959.62289605003127
6.43,-1,959.82402249418806
6.44,-1,960.02414692239563
6.45,-1,960.22327442657286
6.46,-1,960.42141007666078
6.47,-1,960.61855892082031
6.48,-1,960.81472598562948
6.49,-1,961.00991627628173
6.5,-1,961.20413477678289
6.51,-1,961.3973864501495
6.52,-1,961.58967623860599
6.53,-1,961.78100906378222
6.54,-1,961.97138982691195
6.55,-1,962.16082340902938
6.56,-1,962.3493146711678
6.57,-1,962.53686845455661
6.58,-1,962.72348958081932
6.59,-1,962.90918285217072
6.6,-1,963.09395305161536
6.61,-1,963.27780494314447
6.62,-1,963.46074327193389
6.63,-1,963.64277276454186
6.64,-1,963.82389812910628
6.65,-1,964.004124055543
6.66,-1,964.18345521574258
6.67,-1,964.36189626376893
6.68,-1,964.53945183605629
6.69,-1,964.7161265516072
6.7,-1,964.89192501218986
6.71,-1,965.06685180253612
6.72,-1,965.24091149053891
6.73,-1,965.41410862745022
6.74,-1,965.58644774807817
6.75,-1,965.75793337098526
6.76,-1,965.9285699986857
6.77,-1,966.09836211784318
6.78,-1,966.2673141994685
6.79,-1,966.43543069911709
6.8,-1,966.60271605708681
6.81,-1,966.76917469861587
6.82,-1,966.93481103407998
6.83,-1,967.09962945919017
6.84,-1,967.26363435519079
6.85,-1,967.42683008905647
6.86,-1,967.58922101369058
6.87,-1,967.75081146812227
6.88,-1,967.91160577770461
6.89,-1,968.07160825431163
6.9,-1,968.23082319653679
6.91,-1,968.38925488988968
6.92,-1,968.54690760699452
6.93,-1,968.70366513995248
6.94,-1,968.85963397668922
6.95,-1,969.014826727946
6.96,-1,969.16924726051388
6.97,-1,969.32289942228022
6.98,-1,969.47578704236651
6.99,-1,969.62791393126577
7,-1,969.77928388097973
7.01,-1,969.92990066515722
7.02,-1,970.07976803923077
7.03,-1,970.22888974055502
7.04,-1,970.37726948854333
7.05,-1,970.52491098480607
7.06,-1,970.67181791328801
7.07,-1,970.81799394040559
7.08,-1,970.96344271518444
7.09,-1,971.10816786939756
7.1,-1,971.25217301770192
7.11,-1,971.39546175777673
7.12,-1,971.53803767046077
7.13,-1,971.67990431988983
7.14,-1,971.82106525363406
7.15,-1,971.96152400283609
7.16,-1,972.101284082348
7.17,-1,972.24034899086939
7.18,-1,972.37872221108421
7.19,-1,972.5164072097989
7.2,-1,972.65340743807997
7.21,-1,972.78972633139085
7.22,-1,972.92536730973029
7.23,-1,973.0603337777693
7.24,-1,973.19462912498875
7.25,-1,973.32825672581737
7.26,-1,973.46121993976885
7.27,-1,973.59352211157932
7.28,-1,973.7251665713452
7.29,-1,973.85615663466058
7.3,-1,973.98649560275487
7.31,-1,974.11618676263004
7.32,-1,974.2452333871986
7.33,-1,974.37363873542085
7.34,-1,974.50140605244223
7.35,-1,974.6285385697314
7.36,-1,974.7550395052175
7.37,-1,974.88091206342733
7.38,-1,975.00615943562377
7.39,-1,975.13078479994226
7.4,-1,975.25479132152907
7.41,-1,975.37818215267873
7.42,-1,975.50096043297151
7.43,-1,975.62312928941049
7.44,-1,975.74469183656015
7.45,-1,975.86565117668272
7.46,-1,975.9860103998767
7.47,-1,976.10577258421381
7.48,-1,976.22494079587671
7.49,-1,976.34351313592106
7.5,-1,976.46146111209976
7.51,-1,976.57882121708337
7.52,-1,976.6955963599512
7.53,-1,976.81178943638065
7.54,-1,976.92740332876519
7.55,-1,977.04244090633313
7.56,-1,977.15690502526616
7.57,-1,977.27079852881786
7.58,-1,977.38412424743228
7.59,-1,977.49688499886213
7.6,-1,977.60908358828783
7.61,-1,977.72072280843565
7.62,-1,977.83180543969638
7.63,-1,977.94233425024368
7.64,-1,978.05231199615298
7.65,-1,978.16174142151954
7.66,-1,978.2706252585773
7.67,-1,978.37896622781739
7.68,-1,978.48676703810645
7.69,-1,978.59403038680512
7.7,-1,978.70075895988714
7.71,-1,978.80695543205695
7.72,-1,978.91262246686904
7.73,-1,979.01776271684594
7.74,-1,979.12237882359716
7.75,-1,979.2264734179372
7.76,-1,979.33004912000479
7.77,-1,979.43310853938044
7.78,-1,979.53565427520607
7.79,-1,979.63768891630252
7.8,-1,979.73921504128873
7.81,-1,979.84023521870017
7.82,-1,979.94075200710711
7.83,-1,980.04076795523338
7.84,-1,980.14028560207453
7.85,-1,980.23930747701706
7.86,-1,980.33783609995623
7.87,-1,980.43587398141483
7.88,-1,980.53342362266199
7.89,-1,980.63048751583108
7.9,-1,980.72706814403887
7.91,-1,980.82316798150384
7.92,-1,980.91878949366435
7.93,-1,981.01393513729772
7.94,-1,981.10860736063842
7.95,-1,981.20280860349646
7.96,-1,981.29654129737651
7.97,-1,981.3898078655958
7.98,-1,981.4826107234029
7.99,-1,981.57495227809602
8,-1,981.66683492914217
8.01,-1,981.75826106829493
8.02,-1,981.84923307971326
8.03,-1,981.9397533400803
8.04,-1,982.02982421872139
8.05,-1,982.11944807772295
8.06,-1,982.20861379199675
8.07,-1,982.2973063352598
8.08,-1,982.38555568661593
8.09,-1,982.47336406290356
8.1,-1,982.56073367198928
8.11,-1,982.64766671286543
8.12,-1,982.73416537574928
8.13,-1,982.82023184218099
8.14,-1,982.90586828512244
8.15,-1,982.99107686905541
8.16,-1,983.07585975007999
8.17,-1,983.16021907601362
8.18,-1,983.24415698648875
8.19,-1,983.32767561305195
8.2,-1,983.41077707926183
8.21,-1,983.49346350078804
8.22,-1,983.57573698550925
8.23,-1,983.65759963361199
8.24,-1,983.73905353768885
8.25,-1,983.82010078283702
8.26,-1,983.90074344675679
8.27,-1,983.98098359984988
8.28,-1,984.06082330531831
8.29,-1,984.14026461926233
8.3,-1,984.21930959077906
8.31,-1,984.297960262061
8.32,-1,984.37621866849463
8.33,-1,984.4540868387586
8.34,-1,984.53156679492236
8.35,-1,984.60866055254462
8.36,-1,984.68537012077161
8.37,-1,984.76169750243594
8.38,-1,984.83764469415462
8.39,-1,984.91321368642775
8.4,-1,984.98840646373708
8.41,-1,985.0632250046441
8.42,-1,985.13767128188886
8.43,-1,985.2117472624883
8.44,-1,985.28545490783495
8.45,-1,985.35879617379464
8.46,-1,985.43177301080595
8.47,-1,985.50438736397803
8.48,-1,985.57664117318927
8.49,-1,985.64853637318549
8.5,-1,985.72007489367888
8.51,-1,985.79125865944616
8.52,-1,985.8620895904271
8.53,-1,985.93256960182293
8.54,-1,986.00270060419496
8.55,-1,986.07248450356258
8.56,-1,986.14192320150232
8.57,-1,986.21101859524629
8.58,-1,986.2797725777798
8.59,-1,986.34818703794099
8.6,-1,986.41626386051837
8.61,-1,986.48400492634971
8.62,-1,986.55141211242062
8.63,-1,986.61845459527206
8.64,-1,986.68513237723766
8.65,-1,986.75147704176379
8.66,-1,986.817490274953
8.67,-1,986.88317375606141
8.68,-1,986.94852915756758
8.69,-1,987.01355814524072
8.7,-1,987.07826237820927
8.71,-1,987.14264350902909
8.72,-1,987.20670318375232
8.73,-1,987.27044304199512
8.74,-1,987.33386471700715
8.75,-1,987.3969698357389
8.76,-1,987.45976001891086
8.77,-1,987.52223688108177
8.78,-1,987.58440203071689
8.79,-1,987.64625707025687
8.8,-1,987.7078035961855
8.81,-1,987.76904319909886
8.82,-1,987.82997746377339
8.83,-1,987.89060796923422
8.84,-1,987.95093628882398
8.85,-1,988.01096399027097
8.86,-1,988.07069263575772
8.87,-1,988.13012378198925
8.88,-1,988.18925898026168
8.89,-1,988.24809977653081
8.9,-1,988.3066477114802
8.91,-1,988.36490432058974
8.92,-1,988.42287113420423
8.93,-1,988.48054967760174
8.94,-1,988.53794147106214
8.95,-1,988.59504802993513
8.96,-1,988.65187086470917
8.97,-1,988.70841148107991
8.98,-1,988.76467138001817
8.99,-1,988.82065205783886
9,-1,988.87635500626902
9.01,-1,988.93178171251668
9.02,-1,988.986933659339
9.03,-1,989.04181232511064
9.04,-1,989.09641918389275
9.05,-1,989.15075570550073
9.06,-1,989.20482335557278
9.07,-1,989.25862359563894
9.08,-1,989.31215788318889
9.09,-1,989.36542767174046
9.1,-1,989.4184344109085
9.11,-1,989.47117954647285
9.12,-1,989.52366452044691
9.13,-1,989.57589077114642
9.14,-1,989.6278597332572
9.15,-1,989.6795728379044
9.16,-1,989.73103151272039
9.17,-1,989.78223718191316
9.18,-1,989.83319126633512
9.19,-1,989.88389518355154
9.2,-1,989.93431316296062
9.21,-1,989.9844651345287
9.22,-1,990.03436717508089
9.23,-1,990.08402054463397
9.24,-1,990.13342649739946
9.25,-1,990.18258628182741
9.26,-1,990.23150114065038
9.27,-1,990.28017231092724
9.28,-1,990.32860102408722
9.29,-1,990.37678850597308
9.3,-1,990.42473597688593
9.31,-1,990.47244465162828
9.32,-1,990.51991573954842
9.33,-1,990.56715044458394
9.34,-1,990.61414996530573
9.35,-1,990.66091549496184
9.36,-1,990.70744822152108
9.37,-1,990.7537493277174
9.38,-1,990.79981999109327
9.39,-1,990.84566138404364
9.4,-1,990.89127467385981
9.41,-1,990.93666102277348
9.42,-1,990.98182158800023
9.43,-1,991.02675752178368
9.44,-1,991.07146997143934
9.45,-1,991.11596007939795
9.46,-1,991.16022898325025
9.47,-1,991.20427781578985
9.48,-1,991.24810770505792
9.49,-1,991.29171977438637
9.5,-1,991.33511514244219
9.51,-1,991.37829492327091
9.52,-1,991.42126022634091
9.53,-1,991.46401215658693
9.54,-1,991.5065518144537
9.55,-1,991.54888029594042
9.56,-1,991.59099869264435
9.57,-1,991.63290809180421
9.58,-1,991.67460957634466
9.59,-1,991.71610422492006
9.6,-1,991.75739311195775
9.61,-1,991.79847730770257
9.62,-1,991.83935787826067
9.63,-1,991.88003588564266
9.64,-1,991.92051238780823
9.65,-1,991.96078843870976
9.66,-1,992.00086508833613
9.67,-1,992.04074338275632
9.68,-1,992.08042436416372
9.69,-1,992.1199090709199
9.7,-1,992.15919853759806
9.71,-1,992.19829379502733
9.72,-1,992.23719587033645
9.73,-1,992.27590578699744
9.74,-1,992.31442456486968
9.75,-1,992.35275322024404
9.76,-1,992.39089276588606
9.77,-1,992.42882306125489
9.78,-1,992.46656232667601
9.79,-1,992.50411371640268
9.8,-1,992.54147816501165
9.81,-1,992.57865660250457
9.82,-1,992.61564995434105
9.83,-1,992.65245914147147
9.84,-1,992.68908508036998
9.85,-1,992.72552868306752
9.86,-1,992.76179085718479
9.87,-1,992.79787250596485
9.88,-1,992.83377452830666
9.89,-1,992.86949781879764
9.9,-1,992.90504326774681
9.91,-1,992.94041176121755
9.92,-1,992.97560418106082
9.93,-1,993.01062140494787
9.94,-1,993.04546430640323
9.95,-1,993.08013375483802
9.96,-1,993.1146306155822
9.97,-1,993.14895574991829
9.98,-1,993.18311001511393
9.99,-1,993.21709426445466
10,-1,993.25090934727746
